Facility Name,Building Name,Year Built,Priority Level,GradeCategory,PhysicalAddress,Latitude,Longitude,County
Berney Elementary School,,,Not assessed,Elementary School,"1718 PLEASANT ST, WALLA WALLA, Washington, 99362-3799",46.061676,-118.299821,Walla Walla
Bess Herian Elementary,,,Not assessed,Elementary School,"305 MONUMENTAL WAY, CUSICK, Washington, 99119-0000",48.336959,-117.298733,Pend Oreille
Bethel Elementary Learning Academy,,,Not assessed,Elementary School,"16117 Canyon Road East, Puyallup, Washington, 98375",47.109793,-122.356,Pierce
Bethel High School,,,Not assessed,High School,"22215 38th Avenue East, Spanaway, Washington, 98387-6828",47.054524,-122.378089,Pierce
BETHEL HOPE EARLY LEARNING CENTER,,,Not assessed,Elementary School,"214 167th St. S, Spanaway, Washington, 98387",47.10529921,-122.4360851,Pierce
Bethel Middle School,,,Not assessed,Middle School,"22201 38th Avenue East, Spanaway, Washington, 98387-6827",47.05818,-122.378553,Pierce
Bethel Virtual Academy,,,Not assessed,K-12,"7319 Eustis-Hunt Rd E, SPANAWAY, Washington, 98375",47.09673654,-122.4255309,Pierce
Betz Elementary,,,Not assessed,Elementary School,"317 N 7TH, CHENEY, Washington, 99004-2298",47.495692,-117.577408,Spokane
Beverly Elementary,,,Not assessed,Elementary School,"5221 168th St SW, Lynnwood, Washington, 98037-3099",47.847228,-122.304883,Snohomish
Big Lake Elementary School,,,Not assessed,Elementary School,"16802 Lake View Blvd., Mount Vernon, Washington, 98274-8180",48.402052,-122.24133,Skagit
Big Picture School,,,Not assessed,Other,"440 S 186th St, Burien, Washington, 98148",47.4369212,-122.3280492,King
Birchwood Elementary School,,,Not assessed,Elementary School,"3200 Pinewood Ave, Bellingham, Washington, 98225-1436",48.774727,-122.506239,Whatcom
Birney Elementary School,,,Not assessed,Elementary School,"1202 S 76th St, Tacoma, Washington, 98408-0000",47.187726,-122.450677,Pierce
BIRTH TO 2 PRESCHOOL,,,Not assessed,PK Only,"428 N. Main, Deer Park, Washington, 99006",47.95852888,-117.4769272,Spokane
Birth to Age 2,,,Not assessed,PK Only,"12033 SE 256TH St Suite A-400, Kent, Washington, 98030-6503",47.372406,-122.1795073,King
Birth To Three,,,Not assessed,PK Only,"12414 S Andrus Rd, Cheney, Washington, 99004",47.54026744,-117.5419299,Spokane
Birth to Three,,,Not assessed,PK Only,"511 Chambers Street, Steilacoom, Washington, 98388",47.16890621,-122.5988207,Pierce
Birth to Three Development Center,,,Not assessed,PK Only,"35535 6th PL SW , Federal Way, Washington, 98023",47.28228641,-122.3435603,King
Black Diamond Elementary,,,Not assessed,Elementary School,"25314 Baker Street, Black Diamond, Washington, 98010",47.309906,-122.005016,King
Blackwell Elementary,,,Not assessed,Elementary School,"3225 - 205th PL NE, Sammamish, Washington, 98074-4374",47.638743,-122.067011,King
Blaine Elementary School,,,Not assessed,Elementary School,"836 MITCHELL AVE, BLAINE, Washington, 98230-0000",48.9924942,-122.7411067,Whatcom
Blaine High School,,,Not assessed,High School,"1055 H STREET, BLAINE, Washington, 98230-0000",48.99341927,-122.7370981,Whatcom
Blaine Home Connections,,,Not assessed,Other,"580 C Street, Blaine, Washington, 98230",48.99914391,-122.7443451,Whatcom
Blaine Middle School,,,Not assessed,Middle School,"975 H STREET, BLAINE, Washington, 98230-0000",48.99352162,-122.7387243,Whatcom
Blaine Primary School,,,Not assessed,Elementary School,"820 BOBLETT ST, BLAINE, Washington, 98230-0000",48.991506,-122.740024,Whatcom
Blaine Re-Engagement,,,Not assessed,High School,"Bellingham Technical College 3028 Lindbergh Ave, Bellingham, Washington, 98225",48.76509022,-122.5087598,Whatcom
Blix Elementary School,,,Not assessed,Elementary School,"1302 E 38th St, Tacoma, Washington, 98404-0000",47.222179,-122.412363,Pierce
Bonney Lake Elementary,,,Not assessed,Elementary School,"18715 80th St E, Bonney Lake, Washington, 98390-0000",47.18440378,-122.1780453,Pierce
Bonney Lake High School,,,Not assessed,High School,"10920 199th Ave Ct E, Bonney Lake, Washington, 98391",47.15934026,-122.1687521,Pierce
Bordeaux Elementary School,,,Not assessed,Elementary School,"350 E. University Ave., Shelton, Washington, 98584-3699",47.201089,-123.098545,Mason
Bothell High School,,,Not assessed,High School,"9130 NE 180 ST, Bothell, Washington, 98011-3360",47.760576,-122.219145,King
Bow Lake Elementary,,,Not assessed,Elementary School,"18237 42nd Ave S, SeaTac, Washington, 98188-4525",47.43891,-122.282579,King
Bowdish Middle School,,,Not assessed,Middle School,"2109 S Skipworth Rd, Spokane Valley, Washington, 99206-5661",47.637745,-117.252147,Spokane
Bowman Creek Elementary,,,Not assessed,Elementary School,"5701 Kersey Way SE, Auburn, Washington, 98092",47.25851166,-122.1893778,King
Boze Elementary School,,,Not assessed,Elementary School,"1140 E 65th St, Tacoma, Washington, 98404-0000",47.197424,-122.414477,Pierce
Bremerton High School,,,Not assessed,High School,"1500 13th Street, Bremerton, Washington, 98337-1370",47.573314,-122.639036,Kitsap
Bremerton Home Link Program,,,Not assessed,Other,"1500 Rocky Point Rd, Bremerton, Washington, 98312",47.57481476,-122.6675093,Kitsap
Brentwood Elementary School,,,Not assessed,Elementary School,"406 W REGINA AVE, SPOKANE, Washington, 99218-2898",47.76317,-117.416892,Spokane
Brewster Alternative School,,,Not assessed,High School,"520 W Main, Brewster, Washington, 98812",48.09937931,-119.7833572,Okanogan
Brewster Elementary School,,,Not assessed,Elementary School,"502 S. 7th St., BREWSTER, Washington, 98812-0000",48.094447,-119.786192,Okanogan
Brewster High School,,,Not assessed,High School,"503 S. 7th St., BREWSTER, Washington, 98812-0000",48.094131,-119.78778,Okanogan
Brewster Middle School,,,Not assessed,Middle School,"422 S 7TH ST, BREWSTER, Washington, 98812-0000",48.09440848,-119.7852026,Okanogan
Briarcrest Elementary,,,Not assessed,Elementary School,"2715 N.E. 158th Street, Shoreline, Washington, 98155-6443",47.742285,-122.297769,King
Briarwood Elementary,,,Not assessed,Elementary School,"17020 SE 134TH ST, RENTON, Washington, 98059-7020",47.483653,-122.11547,King
Bridgeport Aurora High School,,,Not assessed,High School,"1400 Tacoma, BRIDGEPORT, Washington, 98813-1060",48.00571497,-119.6751963,Douglas
Bridgeport Elementary,,,Not assessed,Elementary School,"1400 Tacoma Ave, BRIDGEPORT, Washington, 98813-0000",48.00571497,-119.6751963,Douglas
Bridgeport High School,,,Not assessed,High School,"1220 Kryger Ave, BRIDGEPORT, Washington, 98813-0000",48.00676924,-119.6759957,Douglas
Bridgeport Middle School,,,Not assessed,Middle School,"1300 Douglas, Bridgeport, Washington, 98813",48.007317,-119.674849,Douglas
Bridges Transition,,,Not assessed,PK-12,"7201 Beacon Ave S, Seattle, Washington, 98108",47.58094,-122.33011,King
Brier Elementary,,,Not assessed,Elementary School,"3625 232ND ST SW, BRIER, Washington, 98036-8258",47.788693,-122.282108,Snohomish
Brier Terrace Middle School,,,Not assessed,Middle School,"22200 BRIER ROAD, BRIER, Washington, 98036-8099",47.798199,-122.277049,Snohomish
Broadview Elementary,,,Not assessed,Elementary School,"473 SW Fairhaven Dr., Oak Harbor, Washington, 98277-0000",48.294786,-122.666859,Island
Broadview-Thomson K-8 School,,,Not assessed,Other,"13052 GREENWOOD AV N, SEATTLE, Washington, 98133-7309",47.724691,-122.354147,King
Broadway Elementary,,,Not assessed,Elementary School,"11016 E Broadway Ave, Spokane Valley, Washington, 99206-5006",47.6639,-117.257347,Spokane
Broadway Learning Center,,,Not assessed,PK Only,"1410 8th Avenue, Longview, Washington, 98632-3807",46.137685,-122.926729,Cowlitz
Brookdale Elementary,,,Not assessed,Elementary School,"11213 S Sheridan Ave , Tacoma, Washington, 98444",47.13794,-122.440991,Pierce
Brookside Elementary,,,Not assessed,Elementary School,"17447 37th Avenue N.E., Lake Forest Park, Washington, 98155-5499",47.755,-122.290121,King
Brouillet Elementary,,,Not assessed,Elementary School,"17207 94th Ave E, Puyallup, Washington, 98375-9667",47.099611,-122.303212,Pierce
Browne Elementary,,,Not assessed,Elementary School,"5102 N Driscoll Blvd, Spokane, Washington, 99205-6099",47.704347,-117.464197,Spokane
Browns Point Elementary School,,,Not assessed,Elementary School,"1526 51st St Ne, Tacoma, Washington, 98422-0000",47.302512,-122.426449,Pierce
Brownsville Elementary,,,Not assessed,Elementary School,"8795 ILLAHEE RD NE, SILVERDALE, Washington, 98311-0008",47.642031,-122.607147,Kitsap
Bryant Elementary School,,,Not assessed,Elementary School,"3311 NE 60 ST, SEATTLE, Washington, 98115-7318",47.671718,-122.291945,King
Bryant Montessori Middle School,,,Not assessed,Middle School,"717 S. Grant Ave, Tacoma, Washington, 98405",47.254749,-122.460783,Pierce
Bryant Montessori School,,,Not assessed,Other,"717 S Grant Ave, Tacoma, Washington, 98405-0000",47.254749,-122.460783,Pierce
Bryn Mawr Elementary School,,,Not assessed,Elementary School,"8212 S 118th St, Seattle, Washington, 98178-3854",47.497963,-122.229481,King
Burley Glenwood Elementary,,,Not assessed,Elementary School,"100 SW LAKEWAY BLVD, PORT ORCHARD, Washington, 98367-0000",47.438539,-122.648314,Kitsap
Burlington-Edison Alternative School,,,Not assessed,High School,"301 N Burlington Blvd, Burlington, Washington, 98233-2298",48.478157,-122.337203,Skagit
Burnt Bridge Creek Elementary Sch,,,Not assessed,Elementary School,"14619A NE 49th Street, Vancouver, Washington, 98682-6308",45.65649794,-122.5225941,Clark
Burton Elementary School,,,Not assessed,Elementary School,"14015 NE 28th Street, Vancouver, Washington, 98682-8172",45.642153,-122.526815,Clark
Butler Acres Elementary,,,Not assessed,Elementary School,"1609 Burcham St, Kelso, Washington, 98626-0000",46.151352,-122.89388,Cowlitz
Byron Kibler Elementary School,,,Not assessed,Elementary School,"2057 Kibler Ave, Enumclaw, Washington, 98022-2798",47.210826,-121.996684,King
C O Sorenson,,,Not assessed,Elementary School,"19705 88 AV NE, Bothell, Washington, 98011-2121",47.771052,-122.224334,King
CAM Academy,,,Not assessed,Other,"715 NW ONSDORFF BLVD., BATTLE GROUND, Washington, 98604-0000",45.790304,-122.545411,Clark
Camas Connect Academy,,,Not assessed,K-12,"841 NE 22nd Ave, Camas, Washington, 98607",45.59555143,-122.4023155,Clark
Camas Elementary,,,Not assessed,Elementary School,"1010 South Camas Ave, Wapato, Washington, 98951",46.43857927,-120.4182692,Yakima
Camas High School,,,Not assessed,High School,"26900 SE 15TH ST, Camas, Washington, 98607-7296",45.612164,-122.398577,Clark
Camas School District Open Doors,,,Not assessed,High School,"1919 NE Ione St, Camas, Washington, 98607",45.59273,-122.40115,Clark
Campbell Hill Elementary School,,,Not assessed,Elementary School,"6418 S 124th St, Seattle, Washington, 98178-3627",47.492511,-122.252747,King
Canyon Creek Middle School,,,Not assessed,Middle School,"9731 Washougal River Rd, Washougal, Washington, 98671-7832",45.610096,-122.233317,Skamania
Canyon Park Middle School,,,Not assessed,Middle School,"23723 23 AV SE, Bothell, Washington, 98021-9644",47.783155,-122.20092,Snohomish
Canyon View Elementary School,,,Not assessed,Elementary School,"1229 WEST 22ND PLACE, KENNEWICK, Washington, 99337-4224",46.187952,-119.135271,Benton
Canyon View Group Home,,,Not assessed,High School,"260 N. Georgia, East Wenatchee, Washington, 98802-4999",47.40879,-120.27768,Douglas
Cap Sante High School,,,Not assessed,High School,"1600 20th Street, Anacortes, Washington, 98221",48.508473,-122.622021,Skagit
Cape Flattery Preschool,,,Not assessed,PK Only,"13193 HWY 112, Sekiu, Washington, 98381-0109",48.26604,-124.332761,Clallam
Cape Horn Skye Elementary,,,Not assessed,Elementary School,"9731 Washougal River Rd, Washougal, Washington, 98671-7832",45.610096,-122.233317,Skamania
Capital High School,,,Not assessed,High School,"2707 CONGER AVE NW, OLYMPIA, Washington, 98502-4590",47.05039,-122.935023,Thurston
Capt Johnston Blakely Elem Sch,,,Not assessed,Elementary School,"4704 Blakely Ave NE, Bainbridge Island, Washington, 98110-2259",47.606287,-122.535886,Kitsap
Capt. Charles Wilkes Elem School,,,Not assessed,Elementary School,"12781 Madison Ave NE, Bainbridge Island, Washington, 98110-1385",47.678689,-122.521584,Kitsap
Captain Gray STEM Elementary,,,Not assessed,Elementary School,"1102 N 10th Ave, Pasco, Washington, 99301",46.240149,-119.103663,Franklin
Captain Strong,,,Not assessed,Elementary School,"1002 NW 6TH AVENUE, BATTLE GROUND, Washington, 98604-0000",45.788621,-122.545034,Clark
Career & Academic Re-engagement Center,,,Not assessed,High School,"134 Marion Ave N, Bremerton, Washington, 98312",47.5649341,-122.6619312,Kitsap
Career Academy at Truman High School,,,Not assessed,High School,"31455 28th Ave S, Federal Way, Washington, 98003",47.319334,-122.298736,King
Career Link,,,Not assessed,High School,"6000 16th Ave SW, Seattle, Washington, 98106",47.54818677,-122.3546873,King
Carl Cozier Elementary School,,,Not assessed,Elementary School,"1330 Lincoln St, Bellingham, Washington, 98229-6238",48.745969,-122.461873,Whatcom
Carmichael Middle School,,,Not assessed,Middle School,"620 Thayer Drive, Richland, Washington, 99352-0000",46.27359,-119.288869,Benton
Carnation Elementary School,,,Not assessed,Elementary School,"4950 Tolt Ave, Carnation, Washington, 98014-7608",47.651575,-121.911174,King
Carriage Crest Elementary School,,,Not assessed,Elementary School,"18235 140th Ave SE, Renton, Washington, 98058-6816",47.438125,-122.156557,King
Carson Elementary,,,Not assessed,Elementary School,"8615 184th St E, Puyallup, Washington, 98375",47.09036101,-122.3118633,Pierce
Carson Elementary,,,Not assessed,Elementary School,"1035 - 244th Ave NE, Sammamish, Washington, 98074",47.619341,-122.015701,King
Carter Lake Elementary School,,,Not assessed,Elementary School,"3420 Lincoln Blvd SW, JBLM McChord Field, Washington, 98439-2299",47.128027,-122.521548,Pierce
Cascade Elementary,,,Not assessed,Elementary School,"2330 N. Baker Ave., East Wenatchee, Washington, 98802-4019",47.443637,-120.293468,Douglas
Cascade Elementary School,,,Not assessed,Elementary School,"505 SOUTH HIGHLAND DRIVE, KENNEWICK, Washington, 99337-5112",46.172123,-119.126266,Benton
Cascade Elementary School,,,Not assessed,Elementary School,"16022 116th Ave SE, Renton, Washington, 98058-5245",47.458868,-122.185105,King
Cascade High School,,,Not assessed,High School,"10190 Chumstick Hwy, Leavenworth, Washington, 98826-9113",47.601856,-120.654542,Chelan
Cascade High School,,,Not assessed,High School,"801 E. Casino Rd., Everett, Washington, 98203-6599",47.924495,-122.222624,Snohomish
Cascade Home-Link,,,Not assessed,Other,"330 Evans Street, Leavenworth, Washington, 98826",47.59778,-120.66384,Chelan
Cascade K-8 Community School,,,Not assessed,Other,"2800 NE 200th , Shoreline, Washington, 98155",47.7745494,-122.2997108,King
Cascade Middle School,,,Not assessed,Middle School,"1015 24TH ST NE, AUBURN, Washington, 98002-2430",47.329307,-122.214605,King
Cascade Middle School,,,Not assessed,Middle School,"13900 NE 18th Street, Vancouver, Washington, 98684-7215",45.637451,-122.528542,Clark
Cascade Middle School,,,Not assessed,Middle School,"11212 10th Ave Sw, Seattle, Washington, 98146-2297",47.502156,-122.346434,King
Cascade Middle School,,,Not assessed,Middle School,"2821 Parkview Drive, Longview, Washington, 98632-5501",46.15574,-122.942816,Cowlitz
Cascade Middle School,,,Not assessed,Middle School,"905 McGarigle Rd, Sedro-Woolley, Washington, 98284-0000",48.512441,-122.224813,Skagit
Cascade Parent Partnership Program,,,Not assessed,Other,"2919 1st Avenue West, SEATTLE, Washington, 98119",47.64627523,-122.35892,King
Cascade Ridge Elementary,,,Not assessed,Elementary School,"2020 TROSSACHS BLVD SE, SAMMAMISH, Washington, 98075-0000",47.591276,-121.973122,King
Cascade View Elementary,,,Not assessed,Elementary School,"2401 Park Avenue, Snohomish, Washington, 98290-0000",47.940591,-122.086987,Snohomish
Cascade View Elementary,,,Not assessed,Elementary School,"13601 32nd Avenue S, Tukwila, Washington, 98168-0000",47.481512,-122.292668,King
Cascade View Elementary School,,,Not assessed,Elementary School,"34816 SE Ridge Street, Snoqualmie, Washington, 98065",47.532226,-121.875551,King
Cascadia Elementary,,,Not assessed,Elementary School,"6175 Church Rd, Ferndale, Washington, 98248",48.86573396,-122.6183702,Whatcom
Cascadia Elementary,,,Not assessed,Elementary School,"1700 N 90th Street, Seattle, Washington, 98115",47.69510666,-122.337364,King
Cascadia High School,,,Not assessed,High School,"7299 New Market St SW Bldg E, Tumwater, Washington, 98512-0000",46.97822,-122.948103,Thurston
Cascadia Technical Academy Skills Center,,,Not assessed,High School,"12200 NE 28th Street, Vancouver, Washington, 98682-7858",45.64497094,-122.5485842,Clark
CASHMERE HIGH SCHOOL,,,Not assessed,High School,"329 Tigner Road, Cashmere, Washington, 98815-1249",47.513057,-120.479039,Chelan
CASHMERE MIDDLE SCHOOL,,,Not assessed,Middle School,"300 Tigner Road, Cashmere, Washington, 98815-1250",47.515785,-120.477087,Chelan
Castle Rock Elementary,,,Not assessed,Elementary School,"700 HUNTINGTON AVE S, CASTLE ROCK, Washington, 98611-0000",46.270933,-122.905411,Cowlitz
